design,sigma,scale,error_law,n_total,epoch,coef,Q,mean_theta,bias_vs_theta0,rmse_vs_theta0,mean_train_check,mean_val_check,mean_hetero_ratio,theta_tau,bias_vs_theta_tau,rmse_vs_theta_tau
case6_c1_t3,paper_case6,1.0,t3,400,150,2,20,-0.46728466600179674,0.5327153339982033,0.5832951382593566,0.6319747290015221,1.3798252940177917,4.8175266875421645,-1.0,0.5327153339982033,0.5832951382593566
case6_c1_t3,paper_case6,1.0,t3,400,200,1,20,0.5756009401753545,-0.42439905982464554,0.5222711991304966,0.543636123985052,1.4435633718967438,4.8175266875421645,1.0,-0.42439905982464554,0.5222711991304966
case6_c1_t3,paper_case6,1.0,t3,400,200,2,20,-0.5106556917075068,0.4893443082924932,0.5444592642567369,0.543636123985052,1.4435633718967438,4.8175266875421645,-1.0,0.4893443082924932,0.5444592642567369
case6_c20_t3,paper_case6,20.0,t3,400,10,1,20,0.04585793260484934,-0.9541420673951506,1.0590767638785468,21.93939300537109,20.746247959136962,4.615618973339023,1.0,-0.9541420673951506,1.0590767638785468
case6_c20_t3,paper_case6,20.0,t3,400,10,2,20,0.03257717920932919,1.0325771792093292,1.1231391707174316,21.93939300537109,20.746247959136962,4.615618973339023,-1.0,1.0325771792093292,1.1231391707174316
case6_c20_t3,paper_case6,20.0,t3,400,20,1,20,0.06563611095771194,-0.9343638890422881,1.0333905400334829,21.569264125823977,20.848673582077026,4.615618973339023,1.0,-0.9343638890422881,1.0333905400334829
case6_c20_t3,paper_case6,20.0,t3,400,20,2,20,0.04014983968809247,1.0401498396880924,1.1338645207753864,21.569264125823977,20.848673582077026,4.615618973339023,-1.0,1.0401498396880924,1.1338645207753864
case6_c20_t3,paper_case6,20.0,t3,400,40,1,20,0.027121284417808054,-0.972878715582192,1.0566972720428998,20.60032102584839,21.407046794891357,4.615618973339023,1.0,-0.972878715582192,1.0566972720428998
case6_c20_t3,paper_case6,20.0,t3,400,40,2,20,-0.012657229602336884,0.9873427703976632,1.0951616219518576,20.60032102584839,21.407046794891357,4.615618973339023,-1.0,0.9873427703976632,1.0951616219518576
case6_c20_t3,paper_case6,20.0,t3,400,60,1,20,-0.01963217082375195,-1.019632170823752,1.103495696704672,19.53147240638733,21.973545360565186,4.615618973339023,1.0,-1.019632170823752,1.103495696704672
case6_c20_t3,paper_case6,20.0,t3,400,60,2,20,-0.048957329033873974,0.951042670966126,1.0707153933502056,19.53147240638733,21.973545360565186,4.615618973339023,-1.0,0.951042670966126,1.0707153933502056
case6_c20_t3,paper_case6,20.0,t3,400,80,1,20,-0.06565877050161362,-1.0656587705016136,1.1595556271351923,18.437420663833613,22.54138774871826,4.615618973339023,1.0,-1.0656587705016136,1.1595556271351923
case6_c20_t3,paper_case6,20.0,t3,400,80,2,20,-0.06870953701436519,0.9312904629856348,1.0632204557085123,18.437420663833613,22.54138774871826,4.615618973339023,-1.0,0.9312904629856348,1.0632204557085123
case6_c20_t3,paper_case6,20.0,t3,400,100,1,20,-0.10249479692429304,-1.102494796924293,1.2123474529187106,17.418803176879884,23.04698553085327,4.615618973339023,1.0,-1.102494796924293,1.2123474529187106
case6_c20_t3,paper_case6,20.0,t3,400,100,2,20,-0.08402658021077514,0.9159734197892249,1.0617560895378015,17.418803176879884,23.04698553085327,4.615618973339023,-1.0,0.9159734197892249,1.0617560895378015
case6_c20_t3,paper_case6,20.0,t3,400,150,1,20,-0.16730943461880088,-1.1673094346188009,1.3142555730790657,15.105714559555054,24.309356212615967,4.615618973339023,1.0,-1.1673094346188009,1.3142555730790657
case6_c20_t3,paper_case6,20.0,t3,400,150,2,20,-0.1332111096184235,0.8667888903815765,1.0480726602193189,15.105714559555054,24.309356212615967,4.615618973339023,-1.0,0.8667888903815765,1.0480726602193189
case6_c20_t3,paper_case6,20.0,t3,400,200,1,20,-0.20696643479168414,-1.2069664347916842,1.3865071072786554,13.38934561729431,25.25893211364746,4.615618973339023,1.0,-1.2069664347916842,1.3865071072786554
case6_c20_t3,paper_case6,20.0,t3,400,200,2,20,-0.17120033875107765,0.8287996612489223,1.0443798663415431,13.38934561729431,25.25893211364746,4.615618973339023,-1.0,0.8287996612489223,1.0443798663415431
