design,sigma,scale,error_law,n_total,n_fit,n_val,replication,data_seed,fit_seed,epoch,theta_hat_1,theta_hat_2,error_theta1,error_theta2,train_check_loss,val_check_loss,mean_sigma,hetero_ratio,p10_sigma,p90_sigma
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,60,0.3765362799167633,0.24128501117229462,-0.6234637200832367,1.2412850111722946,0.784119188785553,1.4829785823822021,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,80,0.3856929540634155,0.17606239020824432,-0.6143070459365845,1.1760623902082443,0.6911927461624146,1.5476915836334229,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,100,0.42744413018226624,0.12657830119132996,-0.5725558698177338,1.12657830119133,0.6278581142425537,1.5519583225250244,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,150,0.4834360182285309,0.04294383153319359,-0.5165639817714691,1.0429438315331936,0.491568922996521,1.6035397052764893,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,5,60026680,60026697,200,0.531164824962616,0.009523655287921429,-0.46883517503738403,1.0095236552879214,0.41901153326034546,1.633962631225586,1.9813964292562867,4.8129964979322395,0.6835756848170881,3.2900473770962773
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,10,-0.38077977299690247,0.04501750320196152,-1.3807797729969025,1.0450175032019615,1.1833976984024048,1.370478630065918,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,20,-0.2942248284816742,0.0064984033815562725,-1.2942248284816742,1.0064984033815563,1.0872136950492859,1.3605087995529175,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,40,-0.11868467926979065,-0.08573858439922333,-1.1186846792697906,0.9142614156007767,1.0016412258148193,1.3522626161575317,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,60,0.032799508422613144,-0.1832493394613266,-0.9672004915773869,0.8167506605386734,0.928921914100647,1.3544249534606934,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,80,0.1576414704322815,-0.2833385765552521,-0.8423585295677185,0.7166614234447479,0.8494477868080139,1.3698649406433105,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,100,0.23725612461566925,-0.3649822473526001,-0.7627438753843307,0.6350177526473999,0.773677122592926,1.3381624221801758,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,150,0.28930583596229553,-0.4880204200744629,-0.7106941640377045,0.5119795799255371,0.6346519291400909,1.3576362133026123,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,6,162025105,162025122,200,0.2740260064601898,-0.5223304629325867,-0.7259739935398102,0.47766953706741333,0.5243616163730621,1.3813025951385498,2.029674098250019,4.983105794506829,0.6718894334713377,3.3480961291989337
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,10,0.011137105524539948,0.0962386503815651,-0.98886289447546,1.096238650381565,1.2220847606658936,1.5615713596343994,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,20,0.06483571231365204,0.057884860783815384,-0.935164287686348,1.0578848607838154,1.1474116444587708,1.5269545316696167,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,40,0.18924589455127716,-0.0617053396999836,-0.8107541054487228,0.9382946603000164,1.0339070320129395,1.4895926713943481,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,60,0.34233447909355164,-0.1776464432477951,-0.6576655209064484,0.8223535567522049,0.9280372262001038,1.5490458011627197,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,80,0.4079960882663727,-0.2539408504962921,-0.5920039117336273,0.7460591495037079,0.8787352919578553,1.6358349323272705,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,100,0.44694000482559204,-0.30133578181266785,-0.553059995174408,0.6986642181873322,0.7905215144157409,1.7295820713043213,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,150,0.4868393838405609,-0.4137061536312103,-0.5131606161594391,0.5862938463687897,0.6490533888339997,1.812422513961792,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,7,570103786,570103803,200,0.49681735038757324,-0.4719645082950592,-0.5031826496124268,0.5280354917049408,0.5471748590469361,1.8678995370864868,2.062208874920774,5.4977480642511365,0.6050139813113761,3.3262144445994912
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,10,-0.34099239110946655,0.09423718601465225,-1.3409923911094666,1.0942371860146523,1.1911267042160034,1.2236506938934326,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
