n,rep,stage,seed,theta_hat,theta_error,root_n_theta_error,S,E,T,W,R_score,R_theta,Psi_hat,root_n_G,root_n_phi_score,a_hat,root_n_a,final_training_loss,frozen_h_loss_gain,n_frozen_h_loss_gain,exact_zero_residual_count,near_zero_residual_count,root_n_tie_score_bound,selected_polish_epoch,scaled_population_integration_se,scaled_population_refinement_gap,integration_adequate,decomposition_error,population_score,population_score_se,population_score_refinement_gap,h_l2_squared,h_l2_squared_se,m_l2_squared,m_l2_squared_se,sqrt_n_prediction_error_squared,n_quarter_h_l2,n_quarter_m_l2
500,6,baseline,520268477,0.8317152445093688,-0.16828475549063115,-3.7629615285398224,-0.7229735906087472,-0.25678511740810583,0.011903785328295446,-0.10279114521430242,-0.47809225852893683,-4.793598292443308,-0.03233236189076524,-0.8374800680037905,0.11450647739504308,0.22483273330234713,5.02741275231129,0.4009089116360185,0.004490113205760038,2.2450566028800187,0,0,0.0,0,2.4084133163131757e-07,2.2730040046334192e-07,True,0.0,-0.016251622564384813,1.0770751786383927e-08,1.0165182934979144e-08,0.06377455115280556,2.007522902875421e-06,0.04832110354689172,2.1440129468106523e-06,1.584354581309852,1.1941701370081685,1.0394675188703881
500,6,polished,520268477,0.8425004045801024,-0.15749959541989755,-3.521798017876055,-0.6635313972727443,-0.22061284427980637,0.011121125312544167,-0.10279114521430242,-0.45403967830548214,-4.5524347817795405,-0.0296740261901455,-0.7260342610353964,0.06250286376265154,0.21571602586964417,4.823556976806276,0.39977073342966185,0.004091794821386108,2.045897410693054,0,0,0.0,500,2.0355121245773e-07,3.063307471529338e-07,True,0.0,-0.015210960096076396,9.103086959159726e-09,1.3699527484645202e-08,0.06464582352467405,1.9588473367160685e-06,0.048507118774298974,2.099500839223525e-06,1.5841949993677813,1.2022996958438699,1.0414663459372502
500,7,baseline,520269486,0.730411201652561,-0.269588798347439,-6.028188790773566,-0.5281680624120336,-0.20096139890510278,0.014207712385427063,0.2598104698280325,-0.34141437589235785,-3.423195711909123,-0.023620393821953172,-0.6398995892372848,0.11173152682525134,0.15061198533995654,3.367786374463446,0.3928254862163152,0.0018421281386905575,0.9210640693452787,0,0,0.0,0,1.1362009872633176e-07,5.477912327456942e-07,True,5.551115123125783e-17,-0.026252204281880714,5.081245287246302e-09,2.4497968677955617e-08,0.030742461177595316,4.0004675299853507e-07,0.05120934485561289,4.724045292059828e-07,1.0937053729665505,0.8291093594258321,1.0700821285321027
500,7,polished,520269486,0.7409071149306682,-0.2590928850693318,-5.793493035015663,-0.44310741978528795,-0.13824909117764006,0.013148532284060988,0.2598104698280325,-0.3180068608917089,-3.188499956151219,-0.01981636623948878,-0.5977890632895796,0.15468164350429164,0.15448127026422684,3.4543062156132813,0.39190914914993263,0.0015786640766364268,0.7893320383182134,0,0,0.0,500,1.3410796677169507e-07,3.698587962121107e-07,True,0.0,-0.025252756361506163,5.997490600515864e-09,1.6540588208130425e-08,0.030239866409666874,4.891070754722329e-07,0.048586364006313595,6.744144783348117e-07,1.0514471754930983,0.8223040612968394,1.042316711454183
500,8,baseline,520270495,0.6958802727494389,-0.30411972725056113,-6.800323834309499,-0.38111368878322266,0.3352956625031815,0.026403023397416403,-0.06457820020190895,-0.7428123746838206,-7.447818004513045,-0.017043922305499698,-0.4724162471442506,0.09130255836102799,0.33433695913461103,7.476001680155596,0.4205975112196722,0.0026315218234430615,1.3157609117215308,0,0,0.0,0,3.088884373909945e-07,7.09620465335462e-08,True,0.0,-0.02915077527353734,1.3813910869399028e-08,3.1735191974302523e-09,0.058937118448434536,1.0156402758492832e-06,0.09011268528185373,1.3344090048665453e-06,1.8349021899129894,1.1479869478729128,1.419500228690611
500,8,polished,520270495,0.7066212155253689,-0.29337878447463106,-6.56014905241535,-0.35466245828677784,0.339356022486566,0.024839925114534478,-0.06457820020190895,-0.7188584058878783,-7.207643222618895,-0.015860987315928377,-0.4420841237390264,0.08742166545224858,0.34011805034123344,7.605270809376935,0.41988973443942246,0.0025043049456693334,1.2521524728346667,0,0,0.0,500,3.0320092724058583e-07,3.006608967874146e-07,True,0.0,-0.02814942510268537,1.3559557683018353e-08,-1.3445964067854144e-08,0.058360745545268995,1.0233451291653166e-06,0.09074910619311098,1.2207998392209125e-06,1.7861380813103995,1.142359813092134,1.4245040201598005
500,9,baseline,520271504,0.7085908937910287,-0.2914091062089713,-6.516105707457159,-0.7310675863413532,0.43042443947193054,0.03264060933161694,-0.5442451175774632,-1.1941326351449006,-11.972986507655328,-0.03269433638411925,-0.7925898498898227,0.061522263548469534,0.40670502849746787,9.094200905113274,0.40575763417807437,0.006099371436407375,3.0496857182036874,0,0,0.0,0,3.6915551982024437e-07,3.022296571318421e-07,True,0.0,-0.02760412091433739,1.6509136731746747e-08,1.351612116326506e-08,0.08858647790678248,1.3853520301017307e-06,0.12060975451046602,1.438856047044747e-06,2.455566999911806,1.407428102912717,1.6422290030168263
500,9,polished,520271504,0.7194188195127666,-0.28058118048723335,-6.273985927765914,-0.7142844233432822,0.425342733182574,0.030357524358964993,-0.5442451175774632,-1.1699846808848213,-11.730866727964084,-0.031943770517296334,-0.8116279026438109,0.09734347930052863,0.38125768797615367,8.525181072590838,0.40504372299505587,0.005773105931312639,2.8865529656563194,0,0,0.0,500,3.771980079090756e-07,4.274901140924442e-07,True,0.0,-0.026626294233420684,1.6868807733243926e-08,1.911793909639692e-08,0.08595201360480431,1.5277445582896241e-06,0.11311592098905116,1.42463295578373e-06,2.3620360467265042,1.3863424729240938,1.5903926831729753
500,10,baseline,520272513,0.8298365501086241,-0.17016344989137588,-3.804970412429957,-0.49307119852523057,-0.19277374265478958,0.007756760218441294,0.07143667720981445,-0.3080542160888823,-3.0887096326707213,-0.02205081435299419,-0.6506737636470914,0.1576025651218608,0.15482158531996956,3.461915891597355,0.40709431841101457,0.0016163061782226706,0.8081530891113353,0,0,0.0,0,5.177570544038394e-07,5.012077200840314e-07,True,0.0,-0.016624455822488088,2.3154799389540834e-08,2.2414690659111614e-08,0.03547309359947863,3.1410730460842414e-06,0.04620089611185452,3.3971434307720716e-06,0.9550692096348924,0.8906191591283388,1.0164071247660185
500,10,polished,520272513,0.8405552147534655,-0.1594447852465345,-3.5652937846910673,-0.5036013826619505,-0.22643700750701623,0.0069855558266784246,0.07143667720981445,-0.2841499309816128,-2.8490330049318318,-0.022521738503900105,-0.7607017702685677,0.2571003876066171,0.14818381339822204,3.313490799235686,0.4061852382365748,0.0012353987898431895,0.6176993949215948,0,0,0.0,500,4.782118786492415e-07,3.716022071010747e-07,True,-5.551115123125783e-17,-0.015589913002310841,2.1386285366151682e-08,1.661855591333916e-08,0.03460795829947575,3.102334459415408e-06,0.044708937215758554,3.3170184911936656e-06,0.9159743486612759,0.8796916921291562,0.9998611044350425
