n,rep,seed,theta_hat,theta_error,Psi_hat,Sn,abs_Sn,G_theta,sqrt_n_G_theta,abs_sqrt_n_G_theta,a_hat,abs_a_hat,sqrt_n_a_hat,abs_sqrt_n_a_hat,final_training_loss
2000,17,2020284076,1.0681974950886015,0.06819749508860151,0.004433514540772404,0.19827279784801716,0.19827279784801716,0.0013585237455927394,0.06075502888385992,0.06075502888385992,-0.05001275594004521,0.05001275594004521,-2.2366384404809496,2.2366384404809496,0.3939935623860656
2000,18,2020285085,0.9001804844294208,-0.09981951557057922,0.000688706984294821,0.030799912669241997,0.030799912669241997,0.0025099935474603265,0.1122503239041427,0.1122503239041427,-0.00307536735223209,0.00307536735223209,-0.13753460910748988,0.13753460910748988,0.39949357774482497
2000,19,2020286094,0.936789275092675,-0.06321072490732504,-0.0005269682696299711,-0.023566737457561066,0.023566737457561066,-0.010090530757671039,-0.45126225406409803,0.45126225406409803,0.0013309656169734811,0.0013309656169734811,0.059522591905353035,0.059522591905353035,0.3985755204281241
2000,20,2020287103,1.0333815629441319,0.03338156294413186,0.000977744955440099,0.04372608370043129,0.04372608370043129,0.0036814462850339857,0.16463928297700117,0.16463928297700117,-0.018314222118484914,0.018314222118484914,-0.8190369122392496,0.8190369122392496,0.4036138286651915
2000,21,2020288112,0.9934000260819341,-0.006599973918065882,0.002395697755666235,0.10713886070426767,0.10713886070426767,3.096414922589785e-05,0.0013847588506911018,0.0013847588506911018,-0.01218898840644701,0.01218898840644701,-0.545108133075447,0.545108133075447,0.41116963675526125
2000,22,2020289121,1.0499191333320859,0.04991913333208586,0.00267722206623607,0.11972901061932595,0.11972901061932595,-0.005431122295109228,-0.24288717291957815,0.24288717291957815,-0.03038511557788647,0.03038511557788647,-1.358863678726839,1.358863678726839,0.42083586273485635
2000,23,2020290130,0.9906795377378795,-0.009320462262120466,0.00129616221502719,0.05796613645334993,0.05796613645334993,-0.0006665738693916503,-0.02981008967969593,0.02981008967969593,-0.012386166335983117,0.012386166335983117,-0.553926198157555,0.553926198157555,0.39167716009521547
2000,24,2020291139,1.0470087264948107,0.04700872649481069,0.00043192852141674945,0.019316430706176512,0.019316430706176512,-0.005641886804953238,-0.25231284834469075,0.25231284834469075,-0.009525742403390757,0.009525742403390757,-0.42600415100267913,0.42600415100267913,0.40726952728944593
2000,25,2020292148,0.9256553013031255,-0.07434469869687454,0.002034502791894789,0.09098573086179713,0.09098573086179713,0.0033145928102258884,0.14823309682794295,0.14823309682794295,-0.017134099485059232,0.017134099485059232,-0.7662602236367317,0.7662602236367317,0.39363976930664174
2000,26,2020293157,1.0166015256538208,0.01660152565382078,0.00041896796634283427,0.018736817062748427,0.018736817062748427,-0.005006926984985386,-0.22391658193610783,0.22391658193610783,-0.006094590691230913,0.006094590691230913,-0.2725583816125951,0.2725583816125951,0.39433390246659084
2000,27,2020294166,1.0919378912663285,0.09193789126632845,0.0009980660393142265,0.044634870198811766,0.044634870198811766,-0.0015325376346996826,-0.06853716658530462,0.06853716658530462,-0.004448804508040927,0.004448804508040927,-0.19895658597174046,0.19895658597174046,0.3904678388396575
2000,28,2020295175,0.9981094560824445,-0.0018905439175554983,-7.88847295632995e-05,-0.0035278323538045,0.0035278323538045,-0.006789014289293931,-0.30361394902157307,0.30361394902157307,0.0022308124752547158,0.0022308124752547158,0.09976496679448224,0.09976496679448224,0.40119108618681115
2000,29,2020296184,0.9871200949635415,-0.012879905036458528,0.0003914739199937718,0.017507245930487757,0.017507245930487757,-0.0020418929449349753,-0.0913162285530368,0.0913162285530368,-0.002689833001336279,0.002689833001336279,-0.12029298878220407,0.12029298878220407,0.39076090356931553
2000,30,2020297193,0.9995428076820569,-0.0004571923179430559,-0.0009153749991438881,-0.040936814459790916,0.040936814459790916,-0.0017255388668455645,-0.07716844408169281,0.07716844408169281,0.005139655579060781,0.005139655579060781,0.22985238511431902,0.22985238511431902,0.3916651324138213
